geneId	LTHSC	STHSC	MPP	CMP	PreGM1	PreGM2	GMP	FcgRBP	CD9Hi	BEMP	CLP	PreCFUE	MEP	CFUE	EryBlPB	EryBlPO	Retic	Meg8N	Meg16N	Meg32N	Mast	Baso	EoP	Eo	NeutLN	NeutPt	MonoPB	MonoLN	Mac	CDP	cDC1	cDC2	MigDC	ProB	PreB	ImmB	B1	B2	MatB	CD4TThy1lo	TN1	TN2	TN3	TN4	DblPosT	NveCD4T	NveCD8T	EffCD4T	EffCD8T	CD4TLN	CD8TLN	RegT	MemCD8T	NK
ILMN_2643212	1.4487456123762126	0.0007799207336071296	-0.25691201482283366	-0.2664511574705471	-0.2950579947702782	-0.24645254809921513	-0.27142401487194856	-0.2724905817216662	-0.25060745139471285	-0.12680199322423177	-0.3711005181004556	-0.17819430155233024	-0.314741342137255	-0.1114426956257166	-0.319223493618471	-0.3163395244112902	1.5121021203268492	-0.14122200067220875	-0.3204917187294665	-0.3186728421950361	5.899803447720328	0.6784973066272472	-0.3344607849902858	-0.3296950589040179	-0.18435876571728585	-0.3181789696508127	-0.2842654924455785	-0.34013510522455276	3.261338519034722	-0.3209192970027012	-0.3551758536518559	-0.2362548393033075	-0.1964575409471966	-0.29457599685574365	-0.3450740368878155	-0.2353226492680457	-0.10488408113547912	-0.2675838450474355	-0.2633952911333122	-0.3018869804837951	-0.23562040056906614	-0.2888287635503282	-0.2823582115365445	-0.1743059792518861	0.01661168455147925	-0.2812302341803045	-0.3569776654026999	-0.1972275963432931	-0.312324275880274	-0.2861377314276969	-0.33105689905989066	-0.331069008489623	-0.2684441788922182	-0.3820468847197587
ILMN_2466845	1.3286006998655773	1.2027050998482287	1.1181922863363571	1.391053473822128	0.6923022818659172	0.7053840516998245	0.6701398518978204	0.6100135820934875	0.7687994179349241	1.1903084680129372	-0.932245767615462	1.2480695019249612	0.7157964174281759	0.9847701644710788	-1.3821102408428976	-1.125558001258373	-2.3576434493942457	-0.24895540378841835	-0.8729810119825246	-1.133112636306704	-2.8181649196347776	-0.7415032928774207	0.757549785689006	-1.6100512984022624	-1.257049896897123	-2.086024481064409	-0.6958133418270867	-0.3193020498680979	-0.5911621095271438	0.0026292465444890927	0.01725035897292334	-0.3687749764122811	-0.7486664126748721	0.1456788403335946	-0.164086771988123	-0.41621296805250557	0.1461938805001611	0.4650839619425645	-0.047722430911034945	1.1645667471109529	0.8907506033078907	0.6126353906403663	0.5654810146057251	0.37864788223814083	-1.692170407105344	0.1693064345313455	0.3027452972940484	0.05602065147105001	-0.40536889487977446	0.6934580376107032	0.7784233817929769	0.29578543363543736	0.6963118602180753	1.250026657670036
ILMN_2424555	1.1758678943862635	0.5188419788361771	0.06222350751961763	-0.01457398300099717	0.09875596377826878	0.18240763019817097	-0.17725467493955752	0.010626630254185284	0.30080011123912886	0.6039978991360995	0.19311520683843245	0.13041130315236485	-0.4506207932612621	-0.32782098150868044	-1.152620117411695	-0.7012612566340968	-5.4792034975745985	-0.7358074450900703	-1.1414661779319732	-1.0111773243128765	1.1545844698345806	1.9954448949957104	0.1878655908301501	0.7184056281417107	1.1600671916853638	1.6910024812063098	-0.24784114118668923	-0.32275937118573195	0.001349462365439637	-0.7750442041506203	-0.012959943578254507	-0.20342600513240777	-0.013883790090588407	-0.8099313108943322	0.14550600263560654	0.6272871544675046	0.34728211230000605	-0.08706478870593186	0.01733815712624249	-1.0510806486380955	-0.2384103244319124	-0.3467212901165516	0.21384575691932495	-0.2872521089209128	-0.03685994209826299	0.5572079257892871	0.3630427356348656	0.08792396691386825	-0.11606884357730148	0.4393206010852707	0.2712704445092722	0.3267959164175486	0.8743474847749939	1.2841738614018352
ILMN_2506012	-0.715509532326158	-0.5135333179864443	-0.10312391376993217	-0.5743290714103824	-0.9101054545664214	-0.7753386927909653	-1.8007714878383894	-1.0069742118746035	-1.5512838270175247	-0.5034927518617506	0.22338987251736278	-2.0875129003122668	-1.9377209867650773	-1.8736644822547468	0.06170062650886274	0.7552252265352265	1.0303978785000123	-1.6868995272132044	-0.6111503511329427	-0.2315097751848214	-0.48346537414588936	0.04463343451417222	-1.5868290292342597	-0.17410946913589245	0.9831202674833134	1.4152639649644194	-0.6133685716156269	-0.09268838756234701	-0.7201037808984222	-1.3472170993137047	-0.11928127714712505	0.10539642639814947	1.0054523199799836	0.9208206291156913	1.5090792582437944	0.2803514877155381	0.5708753794491482	0.36876769039422863	0.19357956474607588	-0.16206680052811545	0.24732554967645454	0.34560269593957926	1.0399994989209804	0.5592024162451366	2.354164245477189	0.9002433688194884	0.9570955822972683	1.0533279689396513	0.9173815254150115	0.7376344057626897	0.6261165353090978	0.9589232773691119	1.138954027127166	0.8780249495222648
ILMN_1237626	-0.11979889144463632	-0.2272573860944286	0.08112533621248416	-0.3892560554822388	-0.44969069988351656	-0.3444785145723239	-0.72587073303818	-0.08825547527387609	-0.4741146100888731	-0.6579827076273679	-0.6153002726320168	-0.4585808274362603	-0.676801243956302	-0.7679900774989333	-0.6669985976791161	0.8396865441191309	-0.8628627914213782	0.3995341447328832	2.517011696286673	2.62313091440483	-0.2086558667946018	-0.813562035861871	-0.46486226339949466	-0.7979865996869201	-0.7127137326041092	-0.7607190657645186	-0.8845150353387777	-0.6393080899918437	-0.7014440419276968	-0.5121480656495319	-0.48845761009401106	-0.672789588508526	-0.8363873757787189	-0.6172419016001828	-0.7401582047671421	-0.872136848292147	-0.18321362743835565	0.84439638793081	-0.5014889578007428	1.3746810802582272	0.9849291096360315	-0.06410368276987977	-0.08785191696637584	-0.35464764960832523	-0.7558798511106992	2.1520465175675314	1.9820655093920805	1.1937303750373855	0.44811394637704943	0.7592683396599873	-0.23757792888432352	2.261127464271798	2.60506317620155	-0.632821717320152
ILMN_1233160	-0.25272053004882633	-0.11825266992558074	-0.23468933229318867	0.16826020703656966	-0.002226127000683955	0.09603545741676452	0.5723446307610893	0.27523194810703905	0.3536354273866029	0.08586838123855021	-1.1984195632918833	0.47190357541492756	0.5525443904175884	0.6178536723641173	-0.009894665114393634	-1.1068926534599348	-6.4100675387635855	0.7036390859848042	0.7093436227510912	0.6249011601635088	-0.9871659968656874	0.26436725555422536	0.5590312292500149	-0.5678905755600355	-0.4723796304398513	-0.3545039412475252	0.4506075961111703	0.702130546549853	0.7743956220032409	0.6109967244245965	0.22970677547424595	0.3934305367613914	0.43674120090167856	-0.14985898445014537	-0.2500875128916632	0.219097758705308	0.5418458581703985	0.3281697583095355	0.13038402692348544	-0.3879575953983991	-0.03520733610712315	-0.28296057000108854	0.16672482763477015	0.09074921855656685	-0.594119876641069	0.3845121428458303	-0.0009132079816035322	0.4523878857794455	-0.2098657601006356	0.5009405319678788	0.930136646510863	-0.19727256690648307	-0.19657065773718552	0.6219995907494518
ILMN_2758393	-0.29290638623493376	0.3496578172387686	-0.1711938905930958	0.6601917399570667	-0.16040712101740323	-0.08618812986562534	-0.27602105595262205	0.19580919070301453	-0.2610725993683462	-0.01902595850389615	1.6084598084347097	-0.2244699747127923	-0.484186497849963	1.4841371113184054	0.08872662479588868	0.4697848545752838	3.614768071407695	0.41675475353688424	0.5063860393284692	4.683620969257037	1.6948426571249173	-0.22525743768138518	0.24462875007672052	-0.02184952368157561	-1.0589223416063354	-0.18886043437588465	-0.5013487220043648	-0.2677723690310211	-0.12126278338831191	-0.6601657733146699	-0.721382453715901	-0.404669540503112	-0.806394064424015	-0.745635186303293	-0.6431015298858219	-0.1945538079310646	-0.035796501330485765	-0.7460809131334659	-0.19053298887861192	-1.0116743373002686	-0.27003226572438493	-0.6733380809575897	-0.555418050506571	-0.6661957058241357	-0.44301923231862844	-0.14282514733876112	-0.4977900267583421	-0.5496540429890089	-0.8094086218676455	-0.25738805977346596	0.4289551728056767	-0.27130877741484954	-0.6818904316428955	-0.10772279485614211
ILMN_1242413	2.707257033984247	0.5735953201500217	0.2507989297558927	-0.2401360474582666	-0.3045865457751595	-0.23619556453098994	-0.4934107904013623	-0.23944706198352175	-0.1716690257437907	-0.5358200809368452	-0.5425437873506802	0.06946286385260196	-0.5973040367690322	-0.48469218723785296	0.549876033253173	1.5826840762445875	2.3173453641835122	-0.12422856075025955	1.2798800959960421	1.091091551846567	0.4368744131194567	0.16039452941038465	1.993485676734131	-0.37968649747847216	0.855555029800843	-0.7136112555357779	-0.6327860414431614	-0.617687801293637	-0.5134368697705907	-0.7384549234227046	-0.7557846441671842	-0.5586322092221763	-0.6912769988807381	-0.8423436138474475	-0.39018800673016923	-0.3903528902354192	-0.9127435187310039	-0.602448153409517	-0.35153724930814967	-0.6257634817670258	-0.6513836292209377	-0.6944083107696655	-0.49501996711909463	-1.005888343446542	-0.41211152992202194	0.2800172345532554	-0.5782667054658012	-0.12995236306292948	-0.7761277915533179	0.11030929651129769	0.8862289839898595	-0.3394950198358876	-0.5796686018765099	4.204233673067515
ILMN_2607572	0.8735074232232949	-0.4571035376963499	-0.6458086176402744	0.3221334091693481	-0.30909652191230796	-0.6675935333043188	0.13763339364810245	-0.36323389677736084	-0.3109867807811549	-0.8940255950705639	0.3312389031132825	-0.004976653787507593	-0.10875021118271809	-0.5974100661634977	1.7531413281662918	2.8222136603921912	4.237064475479538	-0.3755671362101894	0.41464449977801454	-0.5152868011485598	-0.16070122917849405	-1.6049084512682723	1.3876095838813522	0.6783229349177041	-0.29401706226889124	0.4606123445368868	-0.6460755228695567	-0.8888291093095217	0.35861275938842885	-0.948003551690497	-0.5960981077739732	0.8403256615960123	-0.48625904583662083	-0.7016599565864147	-0.5003553695880075	0.170243730508257	0.29903702463309767	-0.289271797295436	-0.4489962075108874	-0.45093254294689467	-0.46649209902419436	-0.000273347719729027	-0.23152790067662304	-0.29430571428988117	2.8471261456741095	-0.25167456851936376	-0.26650405328527804	-0.7716034543338549	-0.5327979084322259	-0.7548202185996782	-0.5379108211714123	-0.06636921816624419	-0.5931574572378582	0.09991678914886867
ILMN_2738991	1.243417433657141	-0.7460091449536064	-0.5438927336589395	-0.5070993139066962	-0.8608185876336013	-0.7935015534178513	-0.8657926595750388	-0.7542359541130044	-0.7351654789064294	-0.42712659847115714	-0.35973478468743075	-0.6279081742558892	1.2472881102249944	-0.37850874228670794	2.5111468892939213	0.5239107667118604	-0.7361520699829994	-0.6130013539959633	-0.6804732591500335	0.9640648662516743	4.117443340275461	-0.49090897874077116	-0.9784595600186606	0.7258037466409492	-0.7731181920264318	-0.8722570687878448	0.9684070249503152	-1.0015324042962905	-0.09246921693027008	1.465233431136143	-0.6879490714063398	-0.5909808452226782	-0.3120344391082637	-0.5864214831096091	1.4765504125377946	-0.3604099597820152	-0.26635636800250584	-0.19027376158541104	0.14973307497857863	-0.654858052704154	-0.5820799837787667	0.15315160533463598	-0.18391665629353157	-0.4533720813485794	1.7173977395323643	-0.1941799526203769	0.2481498408750734	1.4810680100908689	1.2816001102905545	-0.36958898406856333	0.46035579238250435	-0.4679359464160499	-0.4568923962962809	-0.5393063836259694
